author,affiliation
"alkanhal, majeed a. s.",Electrical Engineering Department
"rehman, sajjad ur",Electrical Engineering Department
"alkanhal, majeed a. s.",Electrical Engineering Department
"ahmed, jahangeer",Chemistry Department
"alhamid, mohammed f.",Software Engineering Department
"al-ahmari, abdulrahman",Industrial Engineering Department
"aldalbahi, ali",Chemistry Department
"jones, e. b. gareth",Botany & Microbiology Department
"perveen, shagufta",Pharmacognosy Department
"al-taweel, areej mohammad",Pharmacognosy Department
"orfali, raha saud",Pharmacognosy Department
"al-sabbagh, ruba mahmoud",Pharmacognosy Department
"mohsin, kazi",Pharmaceutical Department
"shakeel, faiyaz",Pharmaceutical Department
"alanazi, fars kaed",Pharmaceutical Department
"shakeel, faiyaz",Excellence Biotechnology Research Center
"alkahtani, saad",Zoology Department
"alarifi, saud",Zoology Department
fazal-e-amin,Software Engineering Department
"tian, yuan",Computer Science Department
"al-rodhaan, mznah",Computer Science Department
"alajaji, reema",Medical Department
"alomer, abdulaziz",Orthopedic Department
"salah, bashir",Industrial Engineering Department
"alotaibi, yousef",Computer Engineering Department
"boudabbous, youssef",Mathematics Department
"imran, muhammad",Computer Science Department
"al-obeed, omar",Colorectal Research Chair
"vaali-mohammed, mansoor-ali",Colorectal Research Chair
"ai-khayal, khayal",Colorectal Research Chair
"zubaidi, ahmed",Colorectal Research Chair
"abdulla, maha",Colorectal Research Chair
"ahmad, rehan",Colorectal Research Chair
"mahmood, amer",Anat Department
"alsabhan, abdullah",Civil Engineering Department
"alelaiwi, abdulhameed",Software Engineering Department
"alsultan, abdulrahman",Pediatric Department
"aly, anwar a.",Soil Science Department
"al-farraj, abdullah s.",Soil Science Department
"ibrahim, hesham m.",Soil Science Department
"imran, muhammad",Computer Science Department
"souayah, nizar",Natural Science Department
"mrad, mehdi",Industrial Engineering Department
"alyahya, sultan",Information Systems Department
"al-dossari, hmood",Information Systems Department
"ahmad, shafiq",Industrial Engineering Department
"khan, muhammad khurram",Excellence Information Assurance Center
"al-shahwan, ibrahim m.",Plant Protection Department
"farooq, tahir",Plant Protection Department
"abdalla, omar ahmed",Plant Protection Department
"al-saleh, mohammed a.",Plant Protection Department
"amer, mahmoud a.",Plant Protection Department
"shahat, abdelaaty abdelaziz",Pharmacognosy & Medical Aromat Department
"al-said, mansour s.",Pharmacognosy & Medical Aromat Department
"ullah, riaz",Pharmacognosy & Medical Aromat Department
"shahat, abdelaaty abdelaziz",Poisonous Plants Research Center
"al-said, mansour s.",Poisonous Plants Research Center
"ullah, riaz",Poisonous Plants Research Center
"al-otaibi, sooad saud",Biochemistry Department
"alhomida, abdullah s.",Biochemistry Department
"siddiqi, nikhat jamal",Biochemistry Department
"arafah, maha mohamad",Pathology Department
"iqbal, javaid",Plant Protection Department
"alqarni, a. s.",Plant Protection Department
"owayss, ayman a.",Plant Protection Department
"muayqil, taim",Neuroophthalmology Division
"al-jafen, bandar n.",Neuroophthalmology Division
"al-saaran, zaid",Neuroophthalmology Division
"alanazy, mohammed h.",Neuroophthalmology Division
"naushad, mu.",Chemistry Department
"alsaqr, ali",Optometry Department
"abu sharha, ali",Optometry Department
"fagehi, raied",Optometry Department
"almutairi, awatif",Optometry Department
"alosaimi, sarah",Optometry Department
"almalki, abdulrahman",Optometry Department
"alluwaymi, abdulaziz",Optometry Department
"fagehi, raied",Optometry Department
"abusharha, ali",Optometry Department
"alanazi, saud",Optometry Department
"alsaqr, ali",Optometry Department
"masmali, ali m.",Optometry Department
"kaz, mohsin",Pharmaceutical Department
"alshehri, sultan m.",Pharmaceutical Department
"alamri, atif",Software Engineering Department
"alamri, atif",Software Engineering Department
"amoon, mohammed",Computer Science Department
"mujammami, muhammad",Medical Department
"al-shammaa, abdullrahman a.",Electrical Engineering Department
"noman, abdullah m.",Electrical Engineering Department
"addoweesh, khaled e.",Electrical Engineering Department
"alolah, a. i.",Electrical Engineering Department
"kattan, abdullah e.",Plastic Surgery Division
"al-qattan, mohammad m.",Plastic Surgery Division
"al-qattan, omar m.",Surgery Department
"al-qattan, omar m.",Surgery Department
"zayed, m. e.",Botany & Microbiology Department
"bhat, mashooq ahmad",Pharmaceutical Chemistry Department
"al-omar, mohamed a.",Pharmaceutical Chemistry Department
"naglah, ahmed m.",Pharmaceutical Chemistry Department
"khurshid, fowad",Clinical Pharmacology Department
"alsultan, mohammad s.",Clinical Pharmacology Department
"osman, essam a.",Ophthalmology Department
"gikandi, priscilla w.",Ophthalmology Department
"al-jasser, abdul-rahman a.",Ophthalmology Department
"alotaibi, majeedah",Ophthalmology Department
"mousa, ahmed",Ophthalmology Department
"alsahli, abdulaziz a.",Botany & Microbiology Department
"alaraidh, ibrahim a.",Botany & Microbiology Department
"alrabiah, haitham",Pharmaceutical Chemistry Department
"abounassif, mohammed",Pharmaceutical Chemistry Department
"mostafa, gamal abdel-hafiz",Pharmaceutical Chemistry Department
"ezzeldin, essam",Pharmaceutical Chemistry Department
"hashem, abeer",Botany & Microbiology Department
"alqarawi, abdulaziz a.",Plant Production Department
"abd allah, elsayed fathi",Plant Production Department
"aly, anwar a.",Soil Science Department
"al-barakah, fahad n.",Soil Science Department
"el-mahrouky, mohamed a.",Soil Science Department
"khan, rifat ullah",Animal Production Department
"abu el-asrar, ahmed m.",Ophthalmology Department
"alam, kaiser",Ophthalmology Department
"siddiquei, mohammad mairaj",Ophthalmology Department
"mohammad, ghulam",Ophthalmology Department
"wadood, abdul",Research Chair Pervas & Mobile Computer
"al-mogren, ahmad",Research Chair Pervas & Mobile Computer
"alamri, atif",Research Chair Pervas & Mobile Computer
"kazi, mohsin",Pharmaceutical Department
"alhussaini, khalid",Biomedical Technololgy Department
"souayah, nizar",Natural Science Department
"afzal, muhammad",Plant Production Department
"alghamdi, salem s.",Plant Production Department
"migdadi, hussein",Plant Production Department
"khan, muhammad altaf",Plant Production Department
"farooq, muhammad",Plant Production Department
"farooq, muhammad",Zoology Department
"alghamdi, salem s.",Plant Production Department
"periyasami, govindasami",Chemistry Department
"arumugam, natarajan",Chemistry Department
"rahaman, mostafizur",Chemistry Department
"kumar, raju suresh",Chemistry Department
"aldalbahi, ali",Chemistry Department
"muthurangan, manikandan",Anat Department
"alfayez, musaad",Anat Department
"hidri, lofti",Industrial Engineering Department
"elkosantini, sabeur",Industrial Engineering Department
"mabkhot, mohammed m.",Industrial Engineering Department
"ali, mohd. sajid",Chemistry Department
"al-lohedan, hamad abdullah",Chemistry Department
"abul farah, mohammad",Zoology Department
"al-anazi, khalid mashay",Zoology Department
"rehman, ateekh ur",Industrial Engineering Department
"alkhatani, mohammad",Industrial Engineering Department
"umer, usama",Advanced Manufacturing Institute
"khan, mohd shahnawaz",Biochemistry Department
"khan, javed masood",Food Science & Nutrition Department
"husain, fohad mabood",Food Science & Nutrition Department
"hussain, afzal",Pharmacognosy Department
"almeer, rafa s.",Zoology Department
"nehdi, imededdine arbi",Chemistry Department
"sbihi, hassen mohamed",Chemistry Department
"al-resayes, saud ibrahim",Chemistry Department
"el blidi, lahssen",Chemistry Engineering Department
"abu taha, nael",Zoology Department
"almansour, mansour",Zoology Department
"alarifi, saud",Zoology Department
"al-saif, fahad mohammed",Dermatology Department
"alotaibi, homaid",Dermatology Department
"alhumidi, ahmed",Pathology Department
"khan, haseeb ahmad",Biochemistry Department
"alhomida, abdullah s.",Biochemistry Department
"siddiqui, khalid",Strategic Center Diabetes Research
"george, teena p.",Strategic Center Diabetes Research
"nawaz, shaik sarfaraz",Strategic Center Diabetes Research
"shehata, nevene",University Diabetes Center
"khanam, latifa",University Diabetes Center
"el-sayed, amel ahmed",Obstet & Gynecology Department
"sethi, waleed tariq",Kacst Technololgy Innovat Center Radio Frequency & Photonics
"ashraf, muhammad ahmed",Kacst Technololgy Innovat Center Radio Frequency & Photonics
"ragheb, amr",Kacst Technololgy Innovat Center Radio Frequency & Photonics
"alshebeili, saleh a.",Kacst Technololgy Innovat Center Radio Frequency & Photonics
"abdel-dayem, mahmoud s.",Plant Protection Department
"al dhafer, hathal m.",Plant Protection Department
"al-harkan, ibrahim m.",Industrial Engineering Department
"bamatraf, khaled",Industrial Engineering Department
"noman, mohammed a.",Industrial Engineering Department
"kaid, h.",Industrial Engineering Department
"nasr, emad abouel",Industrial Engineering Department
"el-tamimi, abdulaziz mohammed",Industrial Engineering Department
"kayid, mohamed",Statistics & Operations Research Department
"alfifi, a.",Statistics & Operations Research Department
"al-askar, mansour",Periodontics & Community Dental Department
"ajlan, sumaiah",Periodontics & Community Dental Department
"alomar, nuha",Periodontics & Community Dental Department
"al-daghri, nasser m.",Biochemistry Department
"alrefaie, shaimaa mohammed",Ophthalmology Department
"alsawah, zainah mohameddia",Ophthalmology Department
"mousa, ahmed",Ophthalmology Department
"mofty, hanan",Optometry Department
"alkatan, hind m.",Ophthalmology Department
"abu-amero, khaled",Ophthalmology Department
"al-muammar, abdulrahman",Ophthalmology Department
"akhtar, saeed",Optometry & Vis Science Department
"bokhary, kholoud a.",Optometry & Vis Science Department
"bokhary, kholoud a.",Optometry & Vis Science Department
"alomar, noura",Optometry & Vis Science Department
"gikandi, priscilla w.",Ophthalmology Department
"al nemri, abdulrahman",Paediatrics Department
"bakri, sawsan s.",Ophthalmology Department
"jomar, deema",Ophthalmology Department
"abouammoh, marwan a.",Ophthalmology Department
"al-essa, rakan s.",Ophthalmology Department
"alsaleh, saad a.",Otolaryngol Head & Neck Surgery Department
"alsuhaibani, adel h.",Ophthalmology Department
"elashkar, elsayed elsherbini",Administration Science Department
"bashir, emadeldin abdeljabar ali",Radiology Science Department
"aldegheishem, abdulaziz",Urban Planning Department
"alrajeh, nabil",Biomedical Technololgy Department
"altoaimy, lina",Information Technololgy Department
"al-megren, shiroq",Information Technololgy Department
"alhudhud, ghada",Information Technololgy Department
"alromih, arwa",Computer Science Department
"kurdi, heba a.",Computer Science Department
"al-asbahi, bandar ali",Physics & Astronomy Department
"al-asbahi, bandar ali",Research Chair Laser Diagnosis Cancer
"alasmary, fatmah a. s.",Chemistry Department
"alothman, zeid a.",Chemistry Department
"alqahtani, linah s.",Chemistry Department
"ezzeldin, essam",Pharmaceutical Chemistry Department
"mostafa, gamal a. e.",Pharmaceutical Chemistry Department
"iqbal, muzaffar",Pharmaceutical Chemistry Department
"al-rashood, sara t.",Pharmaceutical Chemistry Department
"ezzeldin, essam",Pharmaceutical Chemistry Department
"iqbal, muzaffar",Pharmaceutical Chemistry Department
"asiri, yousef",Clinical Pharmacology Department
"iqbal, muzaffar",Pharmaceutical Chemistry Department
"ezzeldin, essam",Pharmaceutical Chemistry Department
"al-rashood, sara t.",Pharmaceutical Chemistry Department
"iqbal, muzaffar",Pharmaceutical Chemistry Department
"ezzeldin, essam",Pharmaceutical Chemistry Department
"bajrai, amal a.",Obesity Center
"maher, hadir m.",Pharmaceutical Chemistry Department
"alzoman, nourah z.",Pharmaceutical Chemistry Department
"shehata, shereen m.",Pharmaceutical Chemistry Department
"hashem, mahmoud s.",Agricultural Engineering Department
"el-abedin, tarek zin",Agricultural Engineering Department
"al-ghobari, hussein",Agricultural Engineering Department
"al-dhabi, naif abdullah",Botany & Microbiology Department
"arasu, mariadhas valan",Botany & Microbiology Department
"ali, syed mansoor",Physics & Astronomy Department
"tohari, mariam",Physics & Astronomy Department
"lyras, andreas",Physics & Astronomy Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"alsalhi, mohamad s.",Research Chair Laser Diagnosis Cancer
"alrahlah, ali",Researchtorat Dental Science Department
"fouad, h.",Applied Medical Science Department
"hashem, mohamed",Dental Health Department
"alrahlah, ali",Researchtorat Dental Science Department
"alrahlah, ali",Researchtorat Dental Science Department
"fouad, h.",Applied Science Medical Department
