paper,title,author,affiliation,cite,year
3595,Heuristic Approach for Real-Time Multi-Agent Trajectory Planning Under Uncertainty,"Baroudi, Uthman",Computer Engineering Department,1,2020
2189,Ambient self-powered cluster-based wireless sensor networks for industry 4.0 applications,"Hossain, M. Enamul",Computer Engineering Department,0,2020
2189,Ambient self-powered cluster-based wireless sensor networks for industry 4.0 applications,"Baroudi, Uthman",Computer Engineering Department,0,2020
2855,A Comparative Study of Metaheuristic Algorithms for Reliability-Based Design Optimization Problems,"Sait, Sadiq M.",Computer Engineering Department,3,2020
3275,UAV-enabled intelligent traffic policing and emergency response handling system for the smart city,"Beg, Abdurrahman",Computer Engineering Department,1,2020
3275,UAV-enabled intelligent traffic policing and emergency response handling system for the smart city,"Qureshi, Abdul Rahman",Computer Engineering Department,1,2020
3275,UAV-enabled intelligent traffic policing and emergency response handling system for the smart city,Tarek Sheltami,Computer Engineering Department,1,2020
457,"Performance Evaluation of Industrial Wireless Sensor Network Technologies: ZigBee, WirelessHART, and Isa100","Sheltami, Tarek Rahil",Computer Engineering Department,1,2018
457,"Performance Evaluation of Industrial Wireless Sensor Network Technologies: ZigBee, WirelessHART, and Isa100","Barnawi, Abdulaziz",Computer Engineering Department,1,2018
4228,A Comprehensive IoT Attacks Survey based on a Building-blocked Reference Model,"Mahyoub, Mohammed",Computer Engineering Department,14,2018
524,Modeling and multi-objective optimization of an R450A vapor compression refrigeration system,"Sait, Sadiq M.",Computer Engineering Department,3,2019
853,Comparative Study on Range Free Localization Algorithms,"Abu Elkhail, Abdulrahman",Computer Engineering Department,1,2019
853,Comparative Study on Range Free Localization Algorithms,"Nemer, Ibrahim A.",Computer Engineering Department,1,2019
853,Comparative Study on Range Free Localization Algorithms,Tarek Sheltami,Computer Engineering Department,1,2019
856,An IOT based Wearable Smart Glove for Remote Monitoring of Rheumatoid Arthritis Patients,"Raad, M.",Computer Engineering Department,0,2019
1227,Integrating sustainability analysis with sectoral exergy analysis: A case study of rural residential sector of Bangladesh,"Sait, Sadiq M.",Computer Engineering Department,9,2019
1258,Threat Management in Data-centric IoT-Based Collaborative Systems,"Felemban, Muhamad",Computer Engineering Department,0,2019
1441,A study on exergetic efficiency vis-a-vis sustainability of industrial sector in Bangladesh,"Sait, Sadiq M.",Computer Engineering Department,18,2019
1574,Is the commercial sector of Bangladesh sustainable? - Viewing via an exergetic approach,"Sait, Sadiq M.",Computer Engineering Department,18,2019
1622,Economic assessment and ranking of wind power potential using fuzzy-TOPSIS approach,"Sait, Sadiq M.",Computer Engineering Department,28,2019
1640,Battery-less wireless remote bolt tension monitoring system,"Baroudi, U.",Computer Engineering Department,1,2019
1797,GroupCast: Preference-Aware Cooperative Video Streaming With Scalable Video Coding,"Felemban, Muhamad",Computer Engineering Department,1,2019
2290,Broker-less middleware for WSAN performance evaluation,Tarek Sheltami,Computer Engineering Department,1,2020
2290,Broker-less middleware for WSAN performance evaluation,"Al-Roubaiey, Anas A.",Computer Engineering Department,1,2020
2803,"Energy, Exergy, and Sustainability Analyses of the Agricultural Sector in Bangladesh","Sait, Sadiq M.",Computer Engineering Department,2,2020
3168,Dynamic energy efficient routing protocol in wireless sensor networks,"Baroudi, Uthman",Computer Engineering Department,1,2020
3339,Optimum bi-level hierarchical clustering for wireless mobile tracking systems,"Baroudi, Uthman",Computer Engineering Department,0,2020
3339,Optimum bi-level hierarchical clustering for wireless mobile tracking systems,"Abu Elkhail, Abdulrahman",Computer Engineering Department,0,2020
3379,A case study to application of exergy-based indicators to address the sustainability of Bangladesh residential sector,"Sait, Sadiq M.",Computer Engineering Department,2,2020
3432,Developing and evaluating a stand-alone hybrid energy system for Rohingya refugee community in Bangladesh,"Sait, Sadiq M.",Computer Engineering Department,4,2020
3622,Iterative Clustering for Energy-Efficient Large-Scale Tracking Systems,"Abu Elkhail, Abdulrahman",Computer Engineering Department,0,2020
3622,Iterative Clustering for Energy-Efficient Large-Scale Tracking Systems,"Baroudi, Uthman",Computer Engineering Department,0,2020
2885,Performance evaluation of range-free localization algorithms for wireless sensor networks,"Nemer, Ibrahim A.",Computer Engineering Department,1,2020
2885,Performance evaluation of range-free localization algorithms for wireless sensor networks,Tarek Sheltami,Computer Engineering Department,1,2020
2885,Performance evaluation of range-free localization algorithms for wireless sensor networks,"Abu Elkhail, Abdulrahman",Computer Engineering Department,1,2020
207,"Automation of Measuring Actual Productivity of Earthwork in Urban Area, a Case Study from Montreal","Alshibani, Adel",Construction Engineering and Management Department,0,2018
458,Cash Flow Management of Construction Projects in Saudi Arabia,"Shash, Ali A.",Construction Engineering and Management Department,4,2018
2527,Review and assessment of the causes of deficiencies in design documents for large construction projects,"Assaf, Sadi",Construction Engineering and Management Department,4,2018
3836,Risk assessment and allocation in the contract for public works used in Saudi Arabia construction industry,"Ashmawi, Khaled",Construction Engineering and Management Department,1,2018
3836,Risk assessment and allocation in the contract for public works used in Saudi Arabia construction industry,"Hadidi, Laith A.",Construction Engineering and Management Department,1,2018
3836,Risk assessment and allocation in the contract for public works used in Saudi Arabia construction industry,"Assaf, Sadi",Construction Engineering and Management Department,1,2018
3836,Risk assessment and allocation in the contract for public works used in Saudi Arabia construction industry,"Tuffaha, M.",Construction Engineering and Management Department,1,2018
3836,Risk assessment and allocation in the contract for public works used in Saudi Arabia construction industry,"Al-Ofi, Khalaf",Construction Engineering and Management Department,1,2018
3868,Critical Factors behind Construction Delay in Petrochemical Projects in Saudi Arabia,"Alhajri, Abdullah Rasheed",Construction Engineering and Management Department,2,2018
4235,Web-GIS to support maintenance reporting system: application in Saudi Arabia,"Yaqot, Mohammed",Construction Engineering and Management Department,2,2018
4235,Web-GIS to support maintenance reporting system: application in Saudi Arabia,Bambang Trigunarsyah Suhariadi,Construction Engineering and Management Department,2,2018
4447,Automatic Multimodal Brain Image Classification using MLP and 3D Glioma Tumor Reconstruction,Mohsin Khalid Siddiqui,Construction Engineering and Management Department,0,2018
514,Major Factors Causing Delay in the Delivery of Manufacturing and Building Projects in Saudi Arabia,"Alshibani, Adel",Construction Engineering and Management Department,2,2019
565,Quality improvement through ergonomics intervention at chemical plant,"Hadidi, Laith A.",Construction Engineering and Management Department,1,2019
565,Quality improvement through ergonomics intervention at chemical plant,"Alkhamis, Mohammed",Construction Engineering and Management Department,1,2019
756,Factors Affecting Contractors' Bidding Decisions for Construction Projects in Saudi Arabia,"Alsaedi, Mohammad",Construction Engineering and Management Department,3,2019
756,Factors Affecting Contractors' Bidding Decisions for Construction Projects in Saudi Arabia,"Assaf, Sadi",Construction Engineering and Management Department,3,2019
757,Time and Cost Overrun in the Saudi Arabian Oil and Gas Construction Industry,"Bin Seddeeq, Abdulaziz",Construction Engineering and Management Department,6,2019
757,Time and Cost Overrun in the Saudi Arabian Oil and Gas Construction Industry,"Assaf, Sadi",Construction Engineering and Management Department,6,2019
957,A risk assessment approach for enhancing construction safety performance,"Salami, Babatunde A.",Construction Engineering and Management Department,7,2019
1128,Data on upstream segment of a hydrocarbon supply chain in Saudi Arabia,"Ghaithan, Ahmed M.",Construction Engineering and Management Department,0,2019
1207,Significant causes of claims and disputes in construction projects in Saudi Arabia,"Assaf, Sadi",Construction Engineering and Management Department,2,2019
1207,Significant causes of claims and disputes in construction projects in Saudi Arabia,Mohammad Sayed Hasan,Construction Engineering and Management Department,2,2019
1207,Significant causes of claims and disputes in construction projects in Saudi Arabia,"Alshahrani, M.",Construction Engineering and Management Department,2,2019
1323,Assessment of factors affecting maintenance cost of public school facilities,Mohammad Sayed Hasan,Construction Engineering and Management Department,0,2019
1446,A multi-objective optimization model for tactical planning of upstream oil & gas supply chains,"Ghaithan, Ahmed M.",Construction Engineering and Management Department,4,2019
1483,Adopting the industrialised building system in Saudi Arabia: barriers and enablers,"Santoso, Try Puji",Construction Engineering and Management Department,1,2019
1483,Adopting the industrialised building system in Saudi Arabia: barriers and enablers,"Tuffaha, M.",Construction Engineering and Management Department,1,2019
1674,Assessment of the consequences of deficiencies in design documents in Saudi Arabia,"Assaf, Sadi",Construction Engineering and Management Department,2,2019
1986,Investigative study of project procurement methods and project performance indicators in Saudi Arabia,"Mosley, John C.",Construction Engineering and Management Department,0,2019
1986,Investigative study of project procurement methods and project performance indicators in Saudi Arabia,"Bubshait, Abdulaziz A.",Construction Engineering and Management Department,0,2019
1010,Identification and classification of construction equipment operators' mental fatigue using wearable eye-tracking technology,"Umer, Waleed",Construction Engineering and Management Department,0,2020
2253,Prediction of the Energy Consumption of School Buildings,"Alshibani, Adel",Construction Engineering and Management Department,0,2020
2330,Automated decision support system for selecting the envelope and structural systems for educational facilities,"Alshibani, Adel",Construction Engineering and Management Department,0,2020
2398,Cardiorespiratory and Thermoregulatory Parameters Are Good Surrogates for Measuring Physical Fatigue during a Simulated Construction Task,"Umer, Waleed",Construction Engineering and Management Department,0,2020
2459,Critical success factors for large building construction projects Perception of consultants and contractors,"Mathar, Hasan",Construction Engineering and Management Department,1,2020
2459,Critical success factors for large building construction projects Perception of consultants and contractors,"Assaf, Sadi",Construction Engineering and Management Department,1,2020
2459,Critical success factors for large building construction projects Perception of consultants and contractors,Mohammad Sayed Hasan,Construction Engineering and Management Department,1,2020
2679,Deploying Municipal Solid Waste Management 3R-WTE Framework in Saudi Arabia: Challenges and Future,"Hadidi, Laith A.",Construction Engineering and Management Department,0,2020
2679,Deploying Municipal Solid Waste Management 3R-WTE Framework in Saudi Arabia: Challenges and Future,"Ghaithan, Ahmed M.",Construction Engineering and Management Department,0,2020
2679,Deploying Municipal Solid Waste Management 3R-WTE Framework in Saudi Arabia: Challenges and Future,"Mohammed, Awsan",Construction Engineering and Management Department,0,2020
