paper,title,author,affiliation,cite,year,collabs
9718,Development and Validation of a Machine Learning Model to Aid Discharge Processes for Inpatient Surgical Care,"khaniyev, taghi",Broad Institute,3,2019,0
9719,Migraine polygenic risk score associates with efficacy of migraine-specific drugs,"ripke, stephan",Broad Institute,4,2019,0
9720,"Use of > 100,000 NHLBI Trans-Omics for Precision Medicine (TOPMed) Consortium whole genome sequences improves imputation quality and detection of rare variant associations in admixed African and Hispanic/Latino populations","choi, seung hoan",Broad Institute,8,2019,0
9721,Leveraging allelic imbalance to refine fine-mapping for eQTL studies,"hormozdiari, farhad",Broad Institute,0,2019,0
9722,5G Radio Access Networks Enabling Efficient Point-to-Multipoint Transmissions,"prasad, athul",Broad Institute,4,2019,0
9723,AttentivU: An EEG-Based Closed-Loop Biofeedback System for Real-Time Monitoring and Improvement of Engagement for Personalized Learning,"kosmyna, nataliya",Media Lab,0,2019,0
9725,Impacts of a shift to a warm-water regime in the Gulf of California on jumbo squid (Dosidicus gigas),"britten, g. l.",Earth Atmospheric & Planetary Science Department,3,2019,0
9727,Effect of nucleation sites on the growth and quality of single-crystal boron arsenide,"chen, k.",Mechanical Engineering Department,2,2019,0
9728,Boron isotope effect on the thermal conductivity of boron arsenide single crystals,"chen, k.",Mechanical Engineering Department,1,2019,0
9729,Tissue-infiltrating immune cells contribute to understanding the pathogenesis of Kimura disease A case report,"kaneko, naoki",Ragon Institute,1,2019,0
9730,Introduction to the Special Issue on PPoPP 2017 (Part 1),"solar-lezama, armando",Ragon Institute,0,2019,0
9731,Tapir: Embedding Recursive Fork-join Parallelism into LLVM's Intermediate Representation,"schardl, tao b.",Computer Science & Artificial Intelligence Lab,0,2019,0
9733,A NOTE ON GROTHENDIECK'S STANDARD CONJECTURES OF TYPE C+ AND D IN POSITIVE CHARACTERISTIC,"tabuada, goncalo",Mathematics Department,1,2019,0
9735,Metabolite Profiles of Incident Diabetes and Heterogeneity of Treatment Effect in the Diabetes Prevention Program,"florez, jose c.",Broad Institute,2,2019,0
9736,Uncoupled isotonic regression via minimum Wasserstein deconvolution,"rigollet, philippe",Broad Institute,2,2019,0
9737,The Boltzmann Vibrational Temperature of N-2 (B-3 Pi(g)) Derived From ISUAL Imager Multiband Measurements of Transient Luminous Events,"williams, earle",Broad Institute,0,2019,0
9738,A combined Phase Contrast Imaging and heterodyne interferometer for multiscale fluctuation measurements in tokamak plasmas,"rost, j. c.",Plasma Science & Fusion Center,0,2019,0
9739,Effect of antipsychotics on community structure in functional brain networks,"towlson, emma k.",Media Lab,1,2019,0
9740,A Multicenter Application of the 2018 Banff Classification for BK Polyomavirus-associated Nephropathy in Renal Transplantation,"kers, jesper",Ragon Institute,0,2019,0
9741,Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl,"caicedo, juan carlos",Broad Institute,17,2019,0
9742,Pre-diagnostic leukocyte mitochondrial DNA copy number and colorectal cancer risk,"ogino, shuji",Broad Institute,4,2019,0
9743,Asymptotic analysis of dispersive tsunami from a slender fault,"mei, chiang c.",Civil & Environmental Engineering Department,0,2019,0
9744,TBC1D8B Mutations Implicate RAB11-Dependent Vesicular Trafficking in the Pathogenesis of Nephrotic Syndrome,"laricchia, kristen m.",Broad Institute,1,2019,0
9745,In vivo photoacoustic imaging of major blood vessels in the pancreas and liver during surgery,"palmer, jasmin",Mechanical Engineering Department,7,2019,0
9746,Hierarchical Bayesian Model for Probabilistic Analysis of Electric Vehicle Battery Degradation,"jafari, mehdi",Mechanical Engineering Department,2,2019,0
9747,Genetic Risk Scores for Diabetes Diagnosis and Precision Medicine,"udler, miriam s.",Broad Institute,22,2019,0
9748,Every Local Minimum Value Is the Global Minimum Value of Induced Model in Nonconvex Machine Learning,"kawaguchi, kenji",Broad Institute,1,2019,0
9749,Scalable Fabrication of Highly Flexible Porous Polymer-Based Capacitive Humidity Sensor Using Convergence Fiber Drawing,"fink, yoel",Electrical Research Lab,3,2019,2
9750,Testing for arbitrary interference on experimentation platforms,"saint-jacques, g.",Material Science & Engineering Department,0,2019,0
9751,Cognitive Impairment Is Associated with Absolute Intraoperative Frontal alpha-Band Power but Not with Baseline alpha-Band Power: A Pilot Study,"chakravarty, sourish",Picower Institute,1,2019,3
9752,Nonlinear Information Bottleneck,"tracey, brendan d.",Aeronautics & Astronaut Department,4,2019,0
9753,Global Analysis of Macular Choriocapillaris Perfusion in Dry Age-Related Macular Degeneration using Swept-Source Optical Coherence Tomography Angiography,"moult, eric m.",Electrical Engineering & Computer Science Department,4,2019,0
9754,IgG3 enhances neutralization potency and Fc effector function of an HIV V2-specific broadly neutralizing antibody,"bashirova, arman",Ragon Institute,2,2019,0
9755,Alpha-defensin 5 differentially modulates adenovirus vaccine vectors from different serotypes in vivo,"barouch, dan h.",Ragon Institute,0,2019,0
9756,Introduction to the special issue on physics of mind,"schoeller, f.",Media Lab,1,2019,0
9757,Unconscious emotions of human learning,"schoeller, f.",Media Lab,2,2019,0
9758,Enhancing human emotions with interoceptive technologies,"schoeller, f.",Media Lab,2,2019,0
9759,The Importance of Ethics in Modern Universities of Technology,"bird, stephanie j.",Media Lab,0,2019,0
9760,The Survival Imperative Commentary on Whither the University? Universities of Technology and the Problem of Institutional Purpose,"bird, stephanie j.",Media Lab,1,2019,0
9761,Retinoic Acid and Germ Cell Development in the Ovary and Testis,"page, david c.",Biological Department,5,2019,0
9762,Somatic Mutation of PIK3CA (H1047R) Is a Common Driver Mutation Hotspot in Canine Mammary Tumors as Well as Human Breast Cancers,"noh, m.",Broad Institute,3,2019,0
9763,Bacterial carbohydrate diversity - a Brave New World,"imperiali, barbara",Biological Department,5,2019,1
9764,Mentoring and Education: A Lifetime of Experience and Learning,"kamm, roger d.",Mechanical Engineering Department,2,2019,1
9765,Multiple Impacts and Multiple-Compression Process in the Dynamics of Granular Chains,"ma, daolin",Mechanical Engineering Department,0,2019,0
9766,Diversity in density profiles of self-interacting dark matter satellite halos,"slatyer, tracy r.",Theoretical Physical Lab,12,2019,0
9767,Mining and Representing the Concept Space of Existing Ideas for Directed Ideation,"camburn, bradley",Sutdmit  International Design Center,2,2019,1
9768,Design of a Reconfigurable Quality Assurance Phantom for Verifying the Spatial Accuracy of Radiosurgery Treatments for Multiple Brain Metastases,"cobi, alban c.",Mechanical Engineering Department,0,2019,0
9769,A Lead Garment Structural Systemto Reduce Musculoskeletal Stress During Fluoroscopy,"johnson, hilary a.",Mechanical Engineering Department,0,2019,0
9770,Single-Walled Carbon Nanotube-Assisted Antibiotic Delivery and Imaging in S. epidermidis Strains Addressing Antibiotic Resistance,"khazi-syed, afeefah",Mechanical Engineering Department,2,2019,0
9771,Speed Dependence of 22-and 118-GHz Line Shapes for Tropospheric Remote Sensing,"rosenkranz, philip w.",Mechanical Engineering Department,0,2019,0
9773,"Challenges of HIV diagnosis and management in the context of pre-exposure prophylaxis (PrEP), post-exposure prophylaxis (PEP), test and start and acute HIV infection: a scoping review","ndung'u, thumbi",Ragon Institute,7,2019,0
9774,"CAYO SANTIAGO: COMPARISON OF VASCULAR PLANTS, VEGETATION ZONES AND PLANT FOOD RESOURCES BEFORE AND AFTER HURRICANE MARIA","trudel, l.",Ragon Institute,0,2019,0
9775,On learning Hamiltonian systems from data,"bertalan, tom",Mechanical Engineering Department,3,2019,0
9776,Micro Water-Energy Nexus: Optimal Demand-Side Management and Quasi-Convex Hull Relaxation,"li, qifeng",Mechanical Engineering Department,11,2019,0
9777,Creating Social Handprints: Method and Case Study in the Electronic Computer Manufacturing Industry,"norris, gregory a.",Mechanical Engineering Department,0,2019,0
9778,MANTIS: A real-time quantitative multispectral imaging system for fusion plasmas,"linehan, b. l.",Plasma Science & Fusion Center,4,2019,0
9779,Analyzing the Raman Spectra of Graphenic Carbon Materials from Kerogens to Nanotubes: What Type of Information Can Be Extracted from Defect Bands?,"pellenq, roland",Multiscale Material Science For Energy And Environment Lab,4,2019,0
9780,More than intelligent,"huttenlocher, daniel",Multiscale Material Science For Energy And Environment Lab,0,2019,0
9781,Commemorating the 50-Year Anniversary of Ball and Brown (1968): The Evolution of Capital Market Research over the Past 50 Years,"kothari, s. p.",Multiscale Material Science For Energy And Environment Lab,2,2019,0
9782,Quantifying the swimming gaits of veined squid (Loligo forbesii) using bio-logging tags,"flaspohler, genevieve",Computer Science & Artificial Intelligence Lab,0,2019,0
9783,Micro-chemo-mechanical features of ultra-high performance glass concrete (UHPGC),"soliman, nancy ahmed",Computer Science & Artificial Intelligence Lab,3,2019,0
9784,Reflections on Joan Acker's influence on us and on her legacy: A dialogue,"bailyn, lotte",Computer Science & Artificial Intelligence Lab,0,2019,0
9785,New classes of topological crystalline insulators having surface rotation anomaly,"fu, liang",Physical Department,16,2019,0
9786,NS1 DNA vaccination protects against Zika infection through T cell-mediated immunity in immunocompetent mice,"barouch, dan h.",Ragon Institute,6,2019,0
9787,A minimally invasive lens-free computational microendoscope,"chin, sang",Brain & Cognitive Science Department,6,2019,0
9788,"TOTAL POSITIVITY IN REDUCTIVE GROUPS, II","lusztig, g.",Mathematics Department,2,2019,0
9789,"Analyzing Learned Molecular Representations for Property Prediction (vol 59, pg 3370, 2019)","yang, kevin",Computer Science & Artificial Intelligence Lab,1,2019,1
9790,Artificial Intelligence in Neurosurgery: A Comment on the Possibilities,"perez-breva, luis",Chemical Engineering Department,0,2019,0
9791,A Continuous Stirred-Tank Reactor (CSTR) Cascade for Handling Solid-Containing Photochemical Reactions,"pomberger, alexander",Chemical Engineering Department,14,2019,0
9792,Groups of generalized G-type and applications to torsion subgroups of rational elliptic curves over infinite extensions of Q,"derickx, maarten",Mathematics Department,0,2019,0
9793,A Point of Inflection and Reflection on Systems Chemical Biology,"johnson, eachan o.",Broad Institute,0,2019,0
9794,Advancing CRISPR-Based Programmable Platforms beyond Genome Editing in Mammalian Cells,"higashikuni, yasutomi",Synthetic Biological Center,1,2019,3
9795,Engineering New Branches of the Kynurenine Pathway To Produce Oxo-(2-aminophenyl) and Quinoline Scaffolds in Yeast,"liu, chun-ting",Biological Department,0,2019,1
9796,Organism Engineering for the Bioproduction of the Triaminotrinitrobenzene (TATB) Precursor Phloroglucinol (PG),"meyer, adam",Biological Engineering Department,4,2019,1
9797,Microphysiological systems,"kamm, roger d.",Biological Engineering Department,0,2019,0
9798,Nucleus accumbens connectivity at rest is associated with alcohol consumption in young male adults,"ripke, stephan",Broad Institute,0,2019,0
9799,Type 1 diabetes is associated with an increase in cholesterol absorption markers but a decrease in cholesterol synthesis markers in a young adult population,"bullock, kevin",Broad Institute,4,2019,0
9800,Modified parameterization of the Li-Petrasso charged-particle stopping power theory,"frenje, j. a.",Plasma Science & Fusion Center,0,2019,0
9801,"The Next 700 Accelerated Layers: From Mathematical Expressions of Network Computation Graphs to Accelerated GPU Kernels, Automatically","moses, william",Plasma Science & Fusion Center,0,2019,0
9802,Electromagnetic 0.1-100 kHz noise does not disrupt orientation in a night-migrating songbird implying a spin coherence lifetime of less than 10 mu s,"hiscock, hamish",Chemical Department,0,2019,0
9803,Multimodal single-cell approaches shed light on heterogeneity,"nathan, aparna",Broad Institute,2,2019,0
9804,"Are MOOC Learning Analytics Results Trustworthy? With Fake Learners, They Might Not Be!","yoo, lisa y.",Broad Institute,4,2019,0
9805,First results from the TNG50 simulation: the evolution of stellar and gaseous discs across cosmic time,"vogelsberger, mark",Kavli Astrophysics & Space Science Institute,60,2019,0
9806,First results from the TNG50 simulation: galactic outflows driven by supernovae and black hole feedback,"vogelsberger, mark",Physical Department,70,2019,0
