paper,title,author,affiliation,cite,year,collabs
1220,A Multi-UAV Task Allocation Algorithm Combatting Red Palm Weevil Infestation,"al-megren, shiroq",Information Technololgy Department,1,2018,1
1221,Red blood cell segmentation by thresholding and Canny detector,"al-hafiz, fatimah",Computer Science Department,2,2018,0
1222,EERP: An enhanced EigenTrust algorithm for reputation management in peer-to-peer networks,"alhussain, alanoud",Computer Science Department,1,2018,0
1224,SUAR: Towards Building a Corpus for the Saudi Dialect,"al-twairesh, nora",Information Technololgy Department,4,2018,0
1225,Detecting rumors in social media: A survey,"alzanin, samah m.",Computer Science Department,5,2018,0
1227,A Proposed Arabic Grammatical Error Detection Tool Based on Deep Learning,"madi, nora",Information Technololgy Department,2,2018,0
1228,TCSR: an AIMD Trust-based Protocol for Secure Routing in VANET,"belghith, abdelfettah",Computer Science Department,1,2018,0
1229,Antibacterial Activity study of Musizin isolated from Rhamnus wightii Wight & Arn.,"duraipandiyan, veeramuthu",Botany & Microbiology Department,1,2018,0
1230,The Effect of Machine Learning Algorithms on Metagenomics Gene Prediction,"al-ajlan, amani",Computer Science Department,0,2018,0
1231,Modern H-Infinity Control Design for Ultra-Precise Micro/Nanopositioning with Hysteresis Compensation,"ahmad, irfan",Electrical Engineering Department,0,2018,0
1232,Mobile Robot Neuro-fuzzy Navigation Based VSLAM Features Learning,"alsulaiman, mansour",Computer Engineering Department,0,2018,0
1233,High Accuracy GPS-free Vehicular Positioning based on V2V Communications and RSU-assisted DOA Estimation,"hossain, md anowar",Electrical Engineering Department,0,2018,0
1234,A Compact Chipless RFID Tag Based on Frequency Signature,"abdulkawi, wazie m.",Electrical Engineering Department,0,2018,0
1235,A QoS based AHP Algorithm for the vertical handover between Heterogeneous Wireless Networks,"ahmed, nasser",Computer Engineering Department,1,2018,0
1237,Time to Frequency Modeling of UWB Antennas,"rehman, sajjad ur",Electrical Engineering Department,0,2018,0
1238,Classification of Single Carrier Digital Modulations in presence of receiver parameter uncertainties,"hazza, alharbi",Electrical Engineering Department,0,2018,1
1239,"A Comparative Study of Wavelet and CSP Features Classified using LDA, SVM and ANN in EEG based Motor Imagery","aljalal, majid",Electrical Engineering Department,0,2018,0
1242,Analysis and Design of a Hierarchical Opportunistic Sensor Network: Case of a Multi-Channel WLAN Environment,"rikli, nasser-eddine",Computer Engineering Department,0,2018,0
1243,Management of Power Systems Interconnection to Realize Technical and Economical Potentials,"al-shaalan, abdullah m.",Electrical Engineering Department,0,2018,0
1244,Dual Unified Power Quality Conditioner Based on Open-End Winding Transformers and Series Converters for Grid-Connected PV Systems,"al-shammaa, abdullrahman a.",Electrical Engineering Department,0,2018,0
1245,Combined Operation of Renewable Energy Sources and Active Power Filter: A Review,"al-shammaa, abdullrahman a.",Electrical Engineering Department,0,2018,0
1246,Arabic Topic Detection Using Discriminative Multi nominal Naive Bayes and Frequency Transforms,"alsanad, ahmed",Information Systems Department,1,2018,0
1247,Two-Dimensional Cooperation-based Asynchronous Multichannel Directional MAC Protocol for Wireless Networks,"hassan, mohammad mehedi",Information Systems Department,1,2018,0
1248,All-Optical 216 Gbps Super-channel Data Switching Using Co-Polarized Pump in SOA,"alshebeili, saleh a.",Electrical Engineering Department,0,2018,0
1249,Evaluation of laser Induced Breakdown Spectroscopy for analysis of annealed Aluminum Germanium alloy at different temperatures,"farooq, w. a.",Physics & Astronomy Department,0,2018,1
1250,Multi-User Frequency-Time Coded Quantum Key Distribution Network Using a Plug-and-Play System,"aladadi, y. t.",Electrical Engineering Department,0,2018,0
1251,Performance Evaluation of Space Time Coding Techniques for Indoor Visible Light Communication Systems,"alwarafy, abdulmalik",Electrical Engineering Department,3,2018,0
1252,A Family of Six-Stages Embedded Explicit Six-Step Schemes with Optimized Properties,"alolyan, ibraheem",Mathematics Department,0,2018,0
1253,Symmetric Five-Stages Ten-Step Complete in Phase Embedded Methods (S5S10SEMB),"simos, t. e.",Mathematics Department,0,2018,0
1254,Trigonometrically fitted Two Derivative Runge Kutta methods for the Schrodinger Equation.,"simos, t. e.",Mathematics Department,0,2018,0
1255,Comparison of Two Derivative Runge Kutta Methods.,"simos, t. e.",Mathematics Department,0,2018,0
1256,Symmetric Embedded Predictor(4)-Corrector ((EPCM)-C-4) Complete in Phase Methods,"simos, t. e.",Mathematics Department,0,2018,0
1257,Numerical study of non-premixed air-methane swirl combustor flows using RANS method,"sudarma, a. f.",Mechanical Engineering Department,0,2018,0
1258,WPA-WPA2 PSK Cracking Implementation on Parallel Platforms,"elkilani, wail s.",Computer Science Department,0,2018,0
1259,Artifact Canceler of ECG Signal using Combined ANFIS LMS and Wavelet Analysis,"belgurzi, salem",Electrical Engineering Department,0,2018,0
1260,"Periodontal parameters in prediabetes, type 2 diabetes mellitus, and non-diabetic patients (vol 32, e81, 2018)","alrahlah, ali",Abdullah Bugshan Research Chair Dental & Oral Rehab,0,2018,0
1263,"Privacy-preserving Schemes for Fog-based IoT Applications: Threat models, Solutions, and Challenges","derhab, abdelouahid",Excellence Information Assurance Coeia Center,2,2018,0
1264,Lyapunov-type inequality for a Riemann-Liouville fractional differential boundary value problem,"al qurashi, maysaa",Mathematics Department,0,2018,0
1265,Effect of wet mass on dextromethorphan hydrobromide matrix pellets,"ibrahim, mohamed abbas",Pharmaceutical Department,0,2018,0
1266,Genetic Algorithms Revisited for Improved Clustering of Text Documents,"abdullah-al-wadud, m.",Software Engineering Department,0,2018,0
1267,A Simple User Grouping and Pairing Scheme for Non-Orthogonal Multiple Access in VLC System,"almohimmah, esam m.",Electrical Engineering Department,0,2018,0
1268,Comparative Study on the AC Breakdown Voltage of Transformer Mineral Oil with Transformer Oil-based Al2O3 Nanofluids,"khaled, usama",Electrical Engineering Department,0,2018,0
1269,Individual Contributions to Collective Convergence,"abdullah-al-wadud, m.",Software Engineering Department,0,2018,0
1270,The Effect Compatibilizer on Mechanical Properties of Short Carbon Fiber Reinforced Polypropylene Composites,"junaedi, harri",Mechanical Engineering Department,1,2018,0
1271,"An overview of nanosomes delivery mechanisms: trafficking, orders, barriers and cellular effects","harisa, gamaleldin i.",Pharmaceutical Department,12,2018,1
1272,On Some Deddens Subspaces of Banach Algebras,"garayev, mubariz t.",Mathematics Department,0,2018,0
1274,Investigation of the EMG activity of erector spinae and trapezius muscles during Islamic prayer (Salat),"alqahtani, mahdi",Biomedical Technololgy Department,1,2018,0
1275,FIVE AXIS SWEPT PROFILES OF TORUS LIKE CUTTERS VIA SEPARATION OF INNER AND OUTER CHARACTERISTIC CURVES,"aras, eyyup",Mechanical Engineering Department,0,2018,0
1277,Application of Double Natural Decomposition Method for Solving Singular One Dimensional Boussinesq Equation,"gadain, hassan eltayeb",Mathematics Department,1,2018,0
1278,"On (alpha, psi)-K-Contractions in the Extended b-Metric Space","alqahtani, badr",Mathematics Department,9,2018,0
1279,Optimal Solutions and Applications to Nonlinear Matrix and Integral Equations via Simulation Function,"radenovic, s.",Mathematics Department,3,2018,0
1280,Simulating Cell-Cell Interactions Using a Multicellular Three-Dimensional Computational Model of Tissue Growth,"ben youssef, belgacem",Computer Engineering Department,0,2018,0
1283,Lack of Association between Variant rs7916697 in ATOH7 and Primary Open Angle Glaucoma in a Saudi Cohort,"kondkar, altaf a.",Ophthalmology Department,1,2018,0
1284,Determination of Moisture Sorption Isotherm of Crosslinked Millet Flour and Oxirane Using GAB and BET,"alamri, m. s.",Food Science & Nutrition Department,2,2018,0
1285,A Study and Comparison of the Preparation of Gadolinium Aluminate Nanoparticles Using gamma-Irradiated and Unirradiated Precursors,"al-muhimeed, tehani i.",Chemistry Department,0,2018,0
1286,"Development of transethosomes formulation for dermal fisetin delivery: Box-Behnken design, optimization, in vitro skin penetration, vesicles-skin interaction and dermatokinetic studies","ahad, abdul",Pharmaceutical Department,12,2018,0
1287,Efficient Computation of Palindromes in Sequences with Uncertainties,"alzamel, mai",Computer Science Department,0,2018,0
1288,Rating Predictor: Sentiment Analysis of Product Reviews in Arabic,"alsalman, abdulmalik",Computer Science Department,0,2018,0
1290,Multi-objective VM Placement Algorithms for Green Cloud Data Centers: An Overview,"a-shehri, hanan ali",Information Technololgy Department,0,2018,0
1292,Real-time Twitter Sentiment Analysis using 3-way classifier,"al shammari, alaa s.",Computer Science Department,0,2018,0
1293,Optimized Twitter Cyberbullying Detection based on Deep Learning,"al-ajlan, monirah a.",Information Systems Department,1,2018,0
1294,A Review on Recommending Solutions for Bugs Using Crowdsourcing,"al-batlaa, amany",Software Engineering Department,0,2018,0
1295,Named Entity Recognition Using Word-Embedding Techniques for ArabicWeb16: An Empirical Study,"al-ghamdi, sharefah",Information Technololgy Department,0,2018,1
1297,"A Novel (K, X)-isomorphism Method for Protecting Privacy in Weighted social Network","alkharji, sara",Computer Science Department,0,2018,0
1298,The Stuxnet Virus of 2010 As an Example of A APT and Its Recent Variances,"al-rabiaah, sumayah",Information Technololgy Department,0,2018,0
1300,UrNext A Proposed Location-aware Patient Queuing Solution using BLE Technology,"alabduljabbar, reham",Information Technololgy Department,0,2018,0
1302,Arabic Twitter Profiling For Arabic-Speaking Users,"alhozaimi, amani",Computer Science Department,0,2018,0
1303,Millimeter Wave Switching in Radio over Fiber Networks using Semiconductor Optical Amplifier (SOA),"alkhlefat, yazan a.",Electrical Engineering Department,0,2018,1
1304,Saudi Mood: A Real-Time Informative Tool for Visualizing Emotions in Saudi Arabia Using Twitter,"almanie, tahani",Information Systems Department,0,2018,0
1305,Manfaa Freelancer Application,"almuhrij, moodhi abdulrahman",Information Systems Department,0,2018,0
1306,A Review on Medication Identification Techniques for Visually Impaired Patients,"almuzaini, moudhi ali",Software Engineering Department,0,2018,0
1307,An Analysis of Autism Disorder Factors using Different Classification Techniques,"aloumi, maryam",Information Technololgy Department,0,2018,0
1308,Toward Automated Software Requirements Classification,"mirza, abdulrahman",Information Systems Department,0,2018,0
1309,Edge Detection for a Children's Coloring Application,"alsaaran, hessah",Information Technololgy Department,0,2018,0
1310,PATC: Parallel Arabic Text Classifier,"alshahrani, mona",Information Technololgy Department,0,2018,0
1311,Cancer Biomarker Rule Discovery,"alshamlan, hala",Information Technololgy Department,0,2018,0
1315,Analysis of Arabic Bot Behaviors,"boreggah, bayan",Computer Science Department,0,2018,0
1316,Privacy-Preserving Authentication Scheme for Wireless Networks,"hazazi, manal",Computer Science Department,0,2018,0
1317,Survey on Steps of Truth Detection on Arabic Tweets,"mouty, rabeaa",Software Engineering Department,0,2018,0
1318,Classification of Live Scanned Fingerprints using Histogram of Gradient Descriptor,"saeed, fahman",Computer Science Department,0,2018,0
1319,Taxonomy of Biometric-based Authentication Schemes for Mobile Computing Devices,"derhab, abdelouahid",Excellence Information Assurance Coeia Center,0,2018,0
1321,Synthesis of four liquid crystals and study of alkyl chain effect on the nematic range for application in GC,"al-dujaili, a. h.",Chemistry Department,0,2018,0
1322,LEATCH-L: Low Energy Adaptive Tier Clustering Hierarchy for Large scale WSNs,"belghith, abdelfettah",Computer Science Department,0,2018,0
1323,E-learning continuance satisfaction in higher education: a unified perspective from instructors and students,"alzahrani, ahmed ibrahim",Computer Science Department,51,2018,0
